DocType: Fiscal Year,Year End Date,تاريخ نهاية العام
DocType: Task Depends On,Task Depends On,المهمة تعتمد على
DocType: Supplier Quotation,Opportunity,فرصة بيع
,Completed Production Orders,أوامر الإنتاج التامة
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.py +42,Row {0}: For supplier {0} email id is required to send email,صف {0}: بالنسبة للمورد {0} مطلوب معرفة البريد الإلكتروني لإرسال البريد الإلكتروني
DocType: Operation,Default Workstation,محطة العمل الإفتراضية
DocType: Notification Control,Expense Claim Approved Message,رسالة الموافقه على مطالبة بالمصروف
DocType: Payment Entry,Deductions or Loss,الخصومات أو الخسارة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +236,{0} {1} is closed,ـ {0} {1} مغلقة
DocType: Email Digest,How frequently?,ما عدد مرات التكرار المطلوب؟
DocType: Purchase Receipt,Get Current Stock,الحصول على المخزون الحالي
apps/erpnext/erpnext/config/manufacturing.py +46,Tree of Bill of Materials,شجرة قائمة مواد التصنيع
DocType: Student,Joining Date,تاريخ الإنضمام
,Employees working on a holiday,موظفون يعملون في يوم عطلة
apps/erpnext/erpnext/hr/doctype/employee_attendance_tool/employee_attendance_tool.js +151,Mark Present,علم علي أنه حاضر
DocType: Project,% Complete Method,طريقة إنجاز المشروع ٪
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +201,Maintenance start date can not be before delivery date for Serial No {0},تاريخ بداية الصيانه لا يمكن ان يكون قبل تاريخ التسليم للسيريال {0}
DocType: Production Order,Actual End Date,تاريخ الإنتهاء الفعلي
DocType: BOM,Operating Cost (Company Currency),(تكلفة التشغيل (عملة الشركه
DocType: Purchase Invoice,PINV-,PINV-
DocType: Authorization Rule,Applicable To (Role),(قابل للتطبيق على (الدور الوظيفي
DocType: Stock Entry,Purpose,الغرض
DocType: Company,Fixed Asset Depreciation Settings,إعدادات إهلاك الأصول الثابتة
DocType: Item,Will also apply for variants unless overridden,سوف تطبق أيضا على المتغيرات الا إذا تم تجاوزها
DocType: Purchase Invoice,Advances,الدفعات المقدمة
DocType: Production Order,Manufacture against Material Request,تصنيع مقابل طلب مواد
DocType: Item Reorder,Request for,المستودع
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +32,Approving User cannot be same as user the rule is Applicable To,المستخدم الذي لديه الصلاحية للموافقة علي قاعدة لا يمكن أن يكون هو نفسه تنطبق عليه هذه القاعدة
DocType: Stock Entry Detail,Basic Price (as per Stock UOM),(السعر الأساسي (إستناداً لوحدة القياس
DocType: SMS Log,No of Requested SMS,عدد الرسائل النصيه القصيره المطلوبه
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +229,Leave Without Pay does not match with approved Leave Application records,الأجازة بدون مرتب لا تتطابق مع سجلات الإجازة التي تمت الموافقة عليها
DocType: Campaign,Campaign-.####,Campaign-.####
apps/erpnext/erpnext/setup/page/welcome_to_erpnext/welcome_to_erpnext.html +21,Next Steps,الخطوات القادمة
apps/erpnext/erpnext/buying/doctype/request_for_quotation/request_for_quotation.js +703,Please supply the specified items at the best possible prices,يرجى توريد الأصناف المحددة بأفضل الأسعار الممكنة
apps/erpnext/erpnext/public/js/financial_statements.js +81,End Year,سنة النهايه
apps/erpnext/erpnext/hr/doctype/employee/employee.py +116,Contract End Date must be greater than Date of Joining,يجب أن يكون تاريخ إنتهاء العقد أكبر من تاريخ الإلتحاق بالعمل
DocType: Delivery Note,DN-,DN-
DocType: Sales Partner,A third party distributor / dealer / commission agent / affiliate / reseller who sells the companies products for a commission.,موزع طرف ثالث / وكيل / وسيط تجاري بالعمولة / شريك / بائع التجزئة الذي يبيع منتجات الشركات مقابل عمولة
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +363,{0} against Purchase Order {1},ـ {0} قابل أمر شراء {1}
DocType: SMS Settings,"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","(.كلمة السر=1234 ألخ ،revalue=المستخدم،revalue=إدخل متغيرات/بارامترات لرابط ثابت هنا (مثال.الراسل"
apps/erpnext/erpnext/accounts/utils.py +42,{0} {1} not in any active Fiscal Year. For more details check {2}.لـ {0} {1} {ليست في أي سنة مالية مفعلة. لمزيد من التفاصيل راجع {2
DocType: Task,Actual Start Date (via Time Sheet),(تاريخ البدء الفعلي (من خلال جدول ساعات العمل
apps/erpnext/erpnext/portal/doctype/homepage/homepage.py +15,This is an example website auto-generated from Revalue,هذا مثال لموقع ألكتروني تم إنشاؤه آليا بواسطة ريفاليو
apps/erpnext/erpnext/accounts/report/accounts_payable/accounts_payable.js +37,Ageing Range 1,مدي العمر 1
DocType: Purchase Taxes and Charges Template,"Standard tax template that can be applied to all Purchase Transactions. This template can contain list of tax heads and also other expense heads like ""Shipping"", ""Insurance"", ""Handling"" etc.

#### Note

The tax rate you define here will be the standard tax rate for all **Items**. If there are **Items** that have different prices, they must be added in the **Item Tax** table in the **Item** master.

#### Description of Columns

1. Calculation Type:
    - This can be on **Net Total** (that is the sum of basic amount).
    - **On Previous Row Total / Amount** (for cumulative taxes or charges). If you select this option, the tax will be applied as a percentage of the previous row (in the tax table) amount or total.
    - **Actual** (as mentioned).
2. Account Head: The Account ledger under which this tax will be booked
3. Cost Center: If the tax / charge is an income (like shipping) or expense it needs to be booked against a Cost Center.
4. Description: Description of the tax (that will be printed in invoices / quotes).
5. Rate: Tax rate.
6. Amount: Tax amount.
7. Total: Cumulative total to this point.
8. Enter Row: If based on ""Previous Row Total"" you can select the row number which will be taken as a base for this calculation (default is the previous row).
9. Consider Tax or Charge for: In this section you can specify if the tax / charge is only for valuation (not a part of total) or only for total (does not add value to the item) or for both.
10. Add or Deduct: Whether you want to add or deduct the tax.",".نموزج الضرائب القياسية التي يمكن تطبيقها على جميع عمليات الشراء. يمكن أن يحتوي هذا النموزج علي قائمة لدفاتر الأستاذ للضريبية، وكذلك علي دفاتر الأستاذ للمصروفات مثل ""شحن""، ""التأمين""، ""المناولة""، وغيرها

 #### ملاحظة

 معدل الضريبة الذي تحدده هنا سوف يكون معدل الضريبة موحد لجميع **الأصناف **. إذا كان هناك **أصناف** لها أسعار مختلفة، فإنه يجب إضافتها في جدول **الضرائب الصنف**  في ماستر **الصنف ** الرئيسي.

 #### وصف الأعمدة

 1. :نوع الحسبة
 - (هذا يمكن أن يكون على ** صافي الإجمالي ** (وهذا هو مجموع المبلغ الأساسي
 - ـ**في إجمالي الصف السابق/ القيمة ** (للضرائب أو رسوم التراكمية). إذا قمت بإختيار هذا الخيار، سيتم تطبيق الضريبة كنسبة مئوية من الصف السابق (في جدول الضرائب) قيمة أو المجموع
 - (الفعلية** (كما ذكر**
 2. رأس الحساب: حساب دفتر الأستاذ والذي بموجبه سيتم حجز هذه الضريبة
 3. مركز التكلفة: إذا الضرائب / الرسوم والنفقات هو دخل (مثل الشحن) أو مصروف فإنه يحتاج إلى أن يتم حجزه مقابل مركز التكلفة.
 4. (الوصف: وصف الضريبية (التي ستتم طباعتها في الفواتير / عروض الأسعار
 5. المعدل: معدل الضريبة
 6. القيمة: قيمة الضريبة
 7. المجموع: المجموعه التراكمي لهذه النقطة
 8. (إدخل الصف: إذا كان على أساس ""إجمالي الصف السابق"" يمكنك إختيار رقم الصف التي سيتم إتخاذه كقاعدة لهذه الحسبة (الوضع الإفتراضي هو الصف السابق
 9. أخذ الضريبة أو الرسم في الإعتبار: في هذا القسم يمكنك تحديد ما إذا كانت الضرائب / الرسوم هي فقط للتقييم (وليس جزءاً من الإجمالي) أو فقط للإجمالي (لا يضيف قيمة إلى الصنف) أو لكليهما
 10. إضافة أو إقتطاع: إذا كنت ترغب في إضافة أو خصم الضرائب."
DocType: Homepage,Homepage,الصفحة الرئيسية للموقع الألكتروني
DocType: Purchase Receipt Item,Recd Quantity,الكمية المستلمة
apps/erpnext/erpnext/schools/doctype/program_enrollment/program_enrollment.py +56,Fee Records Created - {0},سجلات الرسوم تم إنشاؤها - {0}
DocType: Asset Category Account,Asset Category Account,حساب فئة الأصل
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +105,Cannot produce more Item {0} than Sales Order quantity {1},لا يمكن أن تنتج المزيد من الصنف {0} أكثر من كمية أمر البيع {1}
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +522,Stock Entry {0} is not submitted,حركة المخزون {0} لم يتم إدخاله
DocType: Payment Reconciliation,Bank / Cash Account,البنك حساب / النقدية
DocType: Tax Rule,Billing City,عنوان المدينة التي يتم إرسال الفواتير إليها
DocType: Asset,Manual,كتيب
DocType: Salary Component Account,Salary Component Account,حساب مكون الراتب
DocType: Global Defaults,Hide Currency Symbol,إخفاء رمز العملة
apps/erpnext/erpnext/config/accounts.py +289,"e.g. Bank, Cash, Credit Card",على سبيل المثال البنك، نقدا، بطاقة الائتمان
DocType: Lead Source,Source Name,اسم المصدر
DocType: Journal Entry,Credit Note,سند دائن
DocType: Warranty Claim,Service Address,عنوان الخدمة
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +47,Furnitures and Fixtures,أثاث وتركيبات
DocType: Item,Manufacture,صناعة
apps/erpnext/erpnext/stock/doctype/packing_slip/packing_slip.js +13,Please Delivery Note first, ًمن فضلك إذن تسليم أولا
DocType: Student Applicant,Application Date,تاريخ تقديم الطلب
DocType: Salary Detail,Amount based on formula,القيمة على أساس صيغة أو فورميولا
DocType: Purchase Invoice,Currency and Price List,العملة وقائمة الأسعار
DocType: Opportunity,Customer / Lead Name,إسم العميل / مبادرة البيع
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +96,Clearance Date not mentioned,تاريخ التحصيل أو المقاصة لم يرد ذكره
apps/erpnext/erpnext/config/manufacturing.py +7,Production,الإنتاج
DocType: Guardian,Occupation,الإحتلال
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.js +62,Row {0}:Start Date must be before End Date,الصف {0}: يجب أن يكون تاريخ البدء قبل تاريخ الانتهاء
apps/erpnext/erpnext/controllers/trends.py +19,Total(Qty),(إجمالي (الكمية
DocType: Sales Invoice,This Document,هذا المستند
DocType: Installation Note Item,Installed Qty,الكمية التي تم تركيبها
DocType: Lead,Fax,فاكس
DocType: Purchase Taxes and Charges,Parenttype,Parent النوع الأساسي
apps/erpnext/erpnext/hr/doctype/training_event/training_event.js +7,Training Result,نتيجة التدريب
DocType: Purchase Invoice,Is Paid,مدفوع
DocType: Salary Structure,Total Earning,إجمالي الدخل
DocType: Purchase Receipt,Time at which materials were received,وقت وصول المواد
DocType: Stock Ledger Entry,Outgoing Price,سعر المنصرف
apps/erpnext/erpnext/config/hr.py +187,Organization branch master.,.ماستر فرع الشركة أو المنظمة
apps/erpnext/erpnext/controllers/accounts_controller.py +286, or , أو
DocType: Sales Order,Billing Status,حالة إصدار الفواتير
apps/erpnext/erpnext/public/js/conf.js +32,Report an Issue,أبلغ عن مشكلة
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +118,Utility Expenses,مصاريف خدمات المرافق
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +64,90-Above,90-فيما فوق
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +213,Row #{0}: Journal Entry {1} does not have account {2} or already matched against another voucher,الصف#{0}: قيد اليوميه{1} ليس لديه حساب {2} أو أنه بالفعل متطابق مع قسيمه أخرى
DocType: Buying Settings,Default Buying Price List,قائمة أسعار المشتريات الإفتراضيه
DocType: Process Payroll,Salary Slip Based on Timesheet,إيصال مفردات الراتب بناء على جدول ساعات العمل
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +111,No employee for the above selected criteria OR salary slip already created,لا يوجد موظف بناء علي المعايير المحدد أعلاه أو إيصال مفردات الراتب تم إنشاؤها مسبقا
DocType: Notification Control,Sales Order Message,رسالة أوامر البيع
apps/erpnext/erpnext/config/setup.py +15,"Set Default Values like Company, Currency, Current Fiscal Year, etc.",".تعيين القيم الإفتراضية مثل الشركة، العملات، السنة المالية الحالية، الخ"
DocType: Payment Entry,Payment Type,نوع الدفع
DocType: Process Payroll,Select Employees,إختار الموظفين
DocType: Bank Reconciliation,To Date,حتى تاريخ
DocType: Opportunity,Potential Sales Deal,صفقة المبيعات المحتملة
DocType: Payment Entry,Cheque/Reference Date,تاريخ الشيك/المرجع
DocType: Purchase Invoice,Total Taxes and Charges,إجمالي الضرائب والرسوم
DocType: Employee,Emergency Contact,جهة الإتصال في حالات الطوارئ
DocType: Bank Reconciliation Detail,Payment Entry,تسجيل المدفوعات / المتحصلات
DocType: Item,Quality Parameters,معايير الجودة
,sales-browser,متصفح-المبيعات
apps/erpnext/erpnext/accounts/doctype/account/account.js +56,Ledger,دفتر الأستاذ
DocType: Target Detail,Target  Amount,القيمة المستهدفة
DocType: Shopping Cart Settings,Shopping Cart Settings,إعدادات سلة التسوق
DocType: Journal Entry,Accounting Entries,القيود المحاسبيه
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +24,Duplicate Entry. Please check Authorization Rule {0},قيد مكرر. يرجى مراجعة قاعدة التصريح الأمني {0}
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +27,Global POS Profile {0} already created for company {1},ملف البروفيل العام لنقاط البيع {0} تم إنشاؤها مسبقا لشركة {1}
DocType: Purchase Order,Ref SQ,Ref SQ
apps/erpnext/erpnext/config/manufacturing.py +74,Replace Item / BOM in all BOMs,BOMs إستبدال الصنف / البوم في كل البُومَّات
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py +56,Receipt document must be submitted,وثيقة الإيصال يجب أن يتم إدخالها
DocType: Purchase Invoice Item,Received Qty,الكمية المستلمه
DocType: Stock Entry Detail,Serial No / Batch,رقم السيريال / الباتش
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +297,Not Paid and Not Delivered,غير مدفوع وغير مُسلَّم
DocType: Product Bundle,Parent Item,الصنف الرئيسي
DocType: Account,Account Type,نوع الحساب
DocType: Delivery Note,DN-RET-,DN-RET-
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.py +123,Leave Type {0} cannot be carry-forwarded,نوع الأجازه {0} لا يمكن ترحيل الرصيد المتبقي منها للسنة القادمة
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +216,Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule','جدول الصيانة لم يتم إنشاؤه لـ كافة الأصناف. الرجاء أنقر على 'إنشاء جدول
,To Produce,لإنتاج
apps/erpnext/erpnext/config/hr.py +93,Payroll,كشف رواتب
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +171,"For row {0} in {1}. To include {2} in Item rate, rows {3} must also be included","لصف {0} في {1}. لتشمل {2} في سعر الصنف، فإن الصف {3} يجب أيضا أن يتم يدراجه"
DocType: Packing Slip,Identification of the package for the delivery (for print),(تعريف العبوة للتسليم (للطباعة
DocType: Bin,Reserved Quantity,الكمية المحجوزة
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +273,No submitted Salary Slip found,لم يتم العثور على إيصال مفردات المرتب
DocType: Landed Cost Voucher,Purchase Receipt Items,أصناف إيصال المشتريات
apps/erpnext/erpnext/config/learn.py +21,Customizing Forms,نماذج التعديل وفق طلب العميل
apps/erpnext/erpnext/accounts/report/asset_depreciations_and_balances/asset_depreciations_and_balances.py +155,Depreciation Amount during the period,قيمة الإهلاك خلال الفترة
apps/erpnext/erpnext/accounts/doctype/sales_taxes_and_charges_template/sales_taxes_and_charges_template.py +38,Disabled template must not be default template,لا يجب أن يكون النموزج المعطل هو النموزج الإفتراضي
DocType: Account,Income Account,حساب الدخل
DocType: Payment Request,Amount in customer's currency,المبلغ بعملة العميل
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +773,Delivery,تسليم
DocType: Stock Reconciliation Item,Current Qty,الكمية الحالية
DocType: BOM Item,"See ""Price Of Materials Based On"" in Costing Section","راجع ""سعر المواد علي أساس"" في قسم التكلفة"
DocType: Appraisal Goal,Key Responsibility Area,منطقة المسؤولية الرئيسية
DocType: Payment Entry,Total Allocated Amount,إجمالي القيمه المخصصه
DocType: Item Reorder,Material Request Type,نوع طلب المواد
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +79,Row {0}: UOM Conversion Factor is mandatory,الصف {0}: معامل تحويل وحدة القياس إلزامي
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +17,Ref,المرجع
DocType: Budget,Cost Center,مركز التكلفة
apps/erpnext/erpnext/stock/report/stock_ledger/stock_ledger.py +36,Voucher #,# سند
DocType: Notification Control,Purchase Order Message,رسالة طلب شراء
DocType: Tax Rule,Shipping Country,الدولة التي يتم الشحن إليها
DocType: Upload Attendance,Upload HTML,HTML تحميل الي موقع
DocType: Employee,Relieving Date,تاريخ التسريح من العمل
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +12,"Pricing Rule is made to overwrite Price List / define discount percentage, based on some criteria.",".قاعدة الأسعار تم تكوينها لتأخذ الأسبقية فوق قوائم الأسعار / نسبة الخصم المعرفة بناء على معيير معينة"
DocType: Serial No,Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,المستودع يمكن فقط تغييره من خلال حركة المخزون / إذن تسليم / إيصال المشتريات
DocType: Employee Education,Class / Percentage,فصل / النسبة المئوية
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +93,Head of Marketing and Sales,رئيس قسم التسويق و المبيعات
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +34,Income Tax,ضريبة الدخل
apps/erpnext/erpnext/accounts/doctype/pricing_rule/pricing_rule.js +15,"If selected Pricing Rule is made for 'Price', it will overwrite Price List. Pricing Rule price is the final price, so no further discount should be applied. Hence, in transactions like Sales Order, Purchase Order etc, it will be fetched in 'Price' field, rather than 'Price List Price' field.",".'إذا تم اختيار قاعدة التسعير  لـ 'السعر'، فإنه سوف تأخذ الأسبقية فوق قائمة الأسعار. سعر قاعدة التسعير  هو السعر النهائي، لذلك لا يجب تطبيق أي خصم آخر. وبالتالي، في العمليات مثل أمرالبيع، طلب شراء وغيرها، وسيتم جلبها في حقل 'سعر'، بدلا من الحقل'  سعر قائمة الأسعار "
apps/erpnext/erpnext/config/selling.py +164,Track Leads by Industry Type.,.تتبع مبادرات البيع حسب نوع الصناعه
DocType: Item Supplier,Item Supplier,مورد الصنف
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.js +422,Please enter Item Code to get batch no,الرجاء إدخال كود الصنف للحصول على رقم الباتش
apps/erpnext/erpnext/selling/doctype/quotation/quotation.js +788,Please select a value for {0} quotation_to {1},الرجاء إختيار قيمة ل {0} تسعيرة_ل {1}
apps/erpnext/erpnext/config/selling.py +46,All Addresses.,.جميع العناوين
DocType: Company,Stock Settings,إعدادات المخزون
apps/erpnext/erpnext/accounts/doctype/account/account.py +224,"Merging is only possible if following properties are same in both records. Is Group, Root Type, Company","الدمج غير ممكن إلا إذا كانت الخصائص التالية هي نفسها في كلا السجلان. هي مجموعة، نوع الأساس، شركة"
DocType: Vehicle,Electric,كهرباء
DocType: Task,% Progress,٪ التقدم
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +121,Gain/Loss on Asset Disposal,الربح/الخسارة لـ التخلص من الأصل
DocType: Training Event,Will send an email about the event to employees with status 'Open','سيتم إرسال البريد الإلكتروني حول الحدث إلى الموظفين الذين لديهم وضعية 'مفتوح
apps/erpnext/erpnext/config/selling.py +36,Manage Customer Group Tree.,.تولي إدارة شجرة مجموعة العملاء
DocType: Supplier Quotation,SQTN-,SQTN-
apps/erpnext/erpnext/accounts/doctype/cost_center/cost_center_tree.js +22,New Cost Center Name,إسم مركز تكلفة جديد
DocType: Leave Control Panel,Leave Control Panel,قائمة التحكم في الأجازات
DocType: Project,Task Completion,إنجاز المهمة
apps/erpnext/erpnext/templates/form_grid/stock_entry_grid.html +26,Not in Stock,ليس في المخزون
DocType: Appraisal,HR User,مستخدم الموارد البشرية
DocType: Purchase Invoice,Taxes and Charges Deducted,الضرائب والرسوم التي يتم خصمها
apps/erpnext/erpnext/hooks.py +108,Issues,مشاكل
apps/erpnext/erpnext/controllers/status_updater.py +13,Status must be one of {0},الحالة يجب أن تكون واحدة من {0}
DocType: Sales Invoice,Debit To,مدين إلي
DocType: Delivery Note,Required only for sample item.,.مطلوب فقط لعيِّنة الصنف
DocType: Stock Ledger Entry,Actual Qty After Transaction,الكمية الفعلية بعد العملية
,Pending SO Items For Purchase Request,طلب البيع للأصناف معلقة من أجل طلب الشراء
apps/erpnext/erpnext/schools/doctype/student_admission/student_admission.py +29,Student Admissions,قبول الطلاب
apps/erpnext/erpnext/accounts/party.py +345,{0} {1} is disabled,{0} تم تعطيل {1}
DocType: Supplier,Billing Currency,عملة إصدار الفواتير
DocType: Sales Invoice,SINV-RET-,SINV-RET-
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +159,Extra Large, ًكبير جدا
,Profit and Loss Statement,قائمة الأرباح و الخسائر
DocType: Bank Reconciliation Detail,Cheque Number,رقم الشيك
,Sales Browser,متصفح المبيعات
DocType: Journal Entry,Total Credit,إجمالي الدائن
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +525,Warning: Another {0} # {1} exists against stock entry {2},تحذير: هناك {0} # {1} أخر موجود مقابل حركة المخزون {2}
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +110,Local,محلي
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +26,Loans and Advances (Assets),(القروض والمصروفات المدفوعة مقدما (الأصول
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +12,Debtors,مدينون/العملاء
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +158,Large,كبير
DocType: Homepage Featured Product,Homepage Featured Product,الصفحة الرئيسية للموقع الألكتروني للمنتج المميز
apps/erpnext/erpnext/stock/doctype/warehouse/warehouse_tree.js +15,New Warehouse Name,إسم المستودع الجديد
apps/erpnext/erpnext/accounts/report/financial_statements.py +221,Total {0} ({1}),إجمالي {0} ({1})
DocType: C-Form Invoice Detail,Territory,منطقة
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +152,Please mention no of visits required,يرجى ذكر لا أي من الزيارات مطلوبة
DocType: Stock Settings,Default Valuation Method,طريقة التقييم الإفتراضية
DocType: Vehicle Log,Fuel Qty,كمية الوقود
DocType: Production Order Operation,Planned Start Time,وقت البداية المخطط
DocType: Assessment,Assessment,تقييم
DocType: Payment Entry Reference,Allocated,مخصص
apps/erpnext/erpnext/config/accounts.py +231,Close Balance Sheet and book Profit or Loss.,.غلق الميزانية العمومية و تسجيل الربح أو الخسارة
DocType: Student Applicant,Application Status,حالة الطلب
DocType: Fees,Fees,رسوم
DocType: Currency Exchange,Specify Exchange Rate to convert one currency into another,حدد سعر الصرف لتحويل عملة إلى أخرى
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +145,Quotation {0} is cancelled,عرض الأسعار {0} تم إلغاؤه
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.html +26,Total Outstanding Amount,إجمالي المبلغ المستحق أو المتبقي
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +29,Employee {0} was on leave on {1}. Cannot mark attendance.,.الموظف {0}  كان في أجازة في {1}. لا يمكن ان يعلم عليه علي أنه حاضر
DocType: Sales Partner,Targets,تارجتات أو أهداف
DocType: Price List,Price List Master,ماستر قائمة الأسعار
DocType: Sales Person,All Sales Transactions can be tagged against multiple **Sales Persons** so that you can set and monitor targets.,.جميع عمليات البيع يمكن ان تكون مربوطة لـ ** مندوبي مبيعات** متعددين بحيث يمكنك تحديد و مراقبة أهداف  وترجتات المبيعات
,S.O. No.,S.O. رقم
apps/erpnext/erpnext/selling/doctype/quotation/quotation.py +158,Please create Customer from Lead {0},برجاء إنشاء عميل من مبادرة البيع {0}
DocType: Price List,Applicable for Countries,ينطبق على البلدان
apps/erpnext/erpnext/schools/doctype/student_group_creation_tool/student_group_creation_tool.py +38,Student Group Name is mandatory in row {0},اسم مجموعة الطالب هو إلزامي في الصف {0}
DocType: Homepage,Products to be shown on website homepage,المنتجات التي سيتم عرضها على الموقع الإلكتروني
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.js +13,This is a root customer group and cannot be edited.,.هذه هي المجموعة الأساسية للعملاء  والتي لا يمكن تحديثها
DocType: Employee,AB-,AB-
DocType: POS Profile,Ignore Pricing Rule,تجاهل قاعدة التسعير
apps/erpnext/erpnext/hr/doctype/salary_structure/salary_structure.py +37,From Date in Salary Structure cannot be lesser than Employee Joining Date.,.من تاريخ في هيكل الراتب لا يمكن أن يكون أقل من تاريخ إلتحاق الموظف بالعمل
DocType: Employee Education,Graduate,يتخرج
DocType: Leave Block List,Block Days,أيام الحظر
DocType: Journal Entry,Excise Entry,قيد ضرائب الدمغة
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +66,Warning: Sales Order {0} already exists against Customer's Purchase Order {1},تحذير: أمرالبيع {0} موجود بالفعل مقابل طلب شراء العميل {1}
DocType: Terms and Conditions,"Standard Terms and Conditions that can be added to Sales and Purchases.

Examples:

1. Validity of the offer.
1. Payment Terms (In Advance, On Credit, part advance etc).
1. What is extra (or payable by the Customer).
1. Safety / usage warning.
1. Warranty if any.
1. Returns Policy.
1. Terms of shipping, if applicable.
1. Ways of addressing disputes, indemnity, liability, etc.
1. Address and Contact of your Company.","الشروط و الأحكام القياسية التي يمكن أن تضاف إلى المبيعات والمشتريات

 أمثلة:

 1. صلاحية العرض
 1. (شروط الدفع (مقدم، على الحساب، جزء مقدم الخ
 1. (ما هو إضافي (أو تدفع من قبل العميل
 1. السلامة / تحذير الاستخدام
 1. الضمان إن وجد
 1. سياسة المرتجعات
 1. شروط الشحن، إذا كان ذلك ممكنا
 1. سبل معالجة النزاعات، التعويض، والإلتزامات، الخ
 1. العنوان وجهة الاتصال للشركة الخاصة بك."
DocType: Attendance,Leave Type,نوع الأجازه
apps/erpnext/erpnext/controllers/stock_controller.py +190,Expense / Difference account ({0}) must be a 'Profit or Loss' account,'حساب المصروف / الفرق ({0}) يجب أن يكون حساب 'أرباح أو خسائر
DocType: Account,Accounts User,مستخدم الحسابات
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +89,Name error: {0},إسم خطأ: {0}
apps/erpnext/erpnext/stock/doctype/item/item_list.js +8,Shortage,نقص
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.py +188,{0} {1} does not associated with {2} {3},ـ {0} {1} غير مترابط مع {2} {3}
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +18,Attendance for employee {0} is already marked,حضور الموظف {0} تم وضع علامة عليه بالفعل
DocType: Packing Slip,If more than one package of the same type (for print),(إذا كان أكثر من عبوة واحدة من نفس النوع (للطباعة
DocType: Warehouse,Parent Warehouse,المستودع الرئيسي
DocType: C-Form Invoice Detail,Net Total,مجموع الصافي
DocType: Bin,FCFS Rate,FCFS معدل
DocType: Payment Reconciliation Invoice,Outstanding Amount,المبلغ المستحق أو المتبقي
DocType: Project Task,Working,عامل
DocType: Stock Ledger Entry,Stock Queue (FIFO),(الداخل أولا - خارج أولا FIFO) قائمة إنتظار المخزون
